year,title,vol,pages,words,words_body,word_source,pdf_present,xml_present,scraped_at
2004,26,11,878,627564,613422,xml,True,True,2026-06-23
2004,26,12,705,464636,450203,xml,True,True,2026-06-23
2004,26,13,704,476055,461766,xml,True,True,2026-06-23
2004,26,14,795,561468,547542,xml,True,True,2026-06-23
2004,26,15,515,334837,320925,xml,True,True,2026-06-23
2004,26,16,330,204027,190154,xml,True,True,2026-06-23
2004,26,17,526,347980,334047,xml,True,True,2026-06-23
2004,26,18,845,569487,554913,xml,True,True,2026-06-23
2004,26,19,211,111621,101070,xml,True,True,2026-06-23
2004,26,20,204,109648,100046,xml,True,True,2026-06-23
2004,27,1,1236,765990,751389,xml,True,True,2026-06-23
2004,27,2,262,145786,134898,xml,True,True,2026-06-23
2004,28,1,882,498658,487906,xml,True,True,2026-06-23
2004,28,2,813,468780,458440,xml,True,True,2026-06-23
2004,29,1,657,389762,380163,xml,True,True,2026-06-23
2004,29,2,277,151613,142110,xml,True,True,2026-06-23
2004,29,3,906,572459,562334,xml,True,True,2026-06-23
2004,29,4,458,270576,261057,xml,True,True,2026-06-23
2004,29,5,972,573448,560584,xml,True,True,2026-06-23
2004,29,6,574,320411,310096,xml,True,True,2026-06-23
2004,29,7,369,199560,188977,xml,True,True,2026-06-23
2004,29,8,657,357626,346330,xml,True,True,2026-06-23
2004,29,9,1028,632979,621652,xml,True,True,2026-06-23
2004,30,1,730,394264,382240,xml,True,True,2026-06-23
2004,30,2,646,379049,365085,xml,True,True,2026-06-23
2004,30,3,744,442672,432031,xml,True,True,2026-06-23
2004,31,1,525,304549,293936,xml,True,True,2026-06-23
2004,31,2,1398,832016,820500,xml,True,True,2026-06-23
2004,32,1,882,491546,481784,xml,True,True,2026-06-23
2004,32,2,1128,689168,678653,xml,True,True,2026-06-23
2004,32,3,624,352546,343190,xml,True,True,2026-06-23
2004,32,4,492,305842,305842,pdf,True,False,2026-06-23
2004,32,5,580,339590,329953,xml,True,True,2026-06-23
2004,32,6,604,331587,321812,xml,True,True,2026-06-23
2004,33,1,726,404636,390979,xml,True,True,2026-06-23
2004,33,2,967,513633,497141,xml,True,True,2026-06-23
2004,33,3,737,439448,429449,xml,True,True,2026-06-23
2004,34,1,633,361442,350849,xml,True,True,2026-06-23
2004,34,2,500,248497,238742,xml,True,True,2026-06-23
2004,34,3,953,546376,535380,xml,True,True,2026-06-23
2004,36,1,478,277329,267776,xml,True,True,2026-06-23
2004,36,2,470,274321,264517,xml,True,True,2026-06-23
2004,36,3,938,441047,429739,xml,True,True,2026-06-23
2004,37,1,753,443716,432206,xml,True,True,2026-06-23
2004,38,1,783,466012,454813,xml,True,True,2026-06-23
2004,38,2,1018,566338,555309,xml,True,True,2026-06-23
2004,39,1,536,304387,293675,xml,True,True,2026-06-23
2004,40,1,803,467769,457945,xml,True,True,2026-06-23
2004,40,2,567,314431,304035,xml,True,True,2026-06-23
2004,40,3,788,428667,412277,xml,True,True,2026-06-23
2004,40,4,984,515651,498401,xml,True,True,2026-06-23
2004,40,5,382,211643,201282,xml,True,True,2026-06-23
2004,40,6,763,440468,428735,xml,True,True,2026-06-23
2004,40,7,739,352893,342101,xml,True,True,2026-06-23
2004,40,8,569,297805,286269,xml,True,True,2026-06-23
2004,40,9,762,451493,439296,xml,True,True,2026-06-23
2004,40,10,636,369093,358114,xml,True,True,2026-06-23
2004,40,11,663,390116,378816,xml,True,True,2026-06-23
2004,40,12,1352,779634,768620,xml,True,True,2026-06-23
2004,40,13,435,221640,211456,xml,True,True,2026-06-23
2004,40,14,351,203142,192789,xml,True,True,2026-06-23
2004,40,15,1018,604076,589852,xml,True,True,2026-06-23
2004,40,16,809,338210,326972,xml,True,True,2026-06-23
2004,40,17,741,403969,393182,xml,True,True,2026-06-23
2004,40,18,688,363337,352579,xml,True,True,2026-06-23
2004,40,19,826,459668,447495,xml,True,True,2026-06-23
2004,40,20,560,317732,307075,xml,True,True,2026-06-23
2004,40,21,908,508770,489496,xml,True,True,2026-06-23
2004,40,22,630,325008,312496,xml,True,True,2026-06-23
2004,40,23,484,268550,258076,xml,True,True,2026-06-23
2004,40,24,698,425153,414599,xml,True,True,2026-06-23
2004,40,25,649,336792,324785,xml,True,True,2026-06-23
2004,40,26,535,275224,264863,xml,True,True,2026-06-23
2004,40,27,715,332149,322031,xml,True,True,2026-06-23
2004,40,28,989,480779,469585,xml,True,True,2026-06-23
2004,40,29,885,496360,485240,xml,True,True,2026-06-23
2004,40,30,875,505772,494517,xml,True,True,2026-06-23
2004,41,1,282,151699,141196,xml,True,True,2026-06-23
2004,41,2,256,129178,119272,xml,True,True,2026-06-23
2004,41,3,713,374449,364650,xml,True,True,2026-06-23
2004,41,4,284,137690,127513,xml,True,True,2026-06-23
2004,42,1,844,480452,469170,xml,True,True,2026-06-23
2004,42,2,1093,669704,656860,xml,True,True,2026-06-23
2004,42,3,1257,589864,576080,xml,True,True,2026-06-23
2004,43,1,718,416916,406014,xml,True,True,2026-06-23
2004,43,2,1044,617878,602256,xml,True,True,2026-06-23
2004,44,1,662,392503,382311,xml,True,True,2026-06-23
2004,45,1,828,506401,495256,xml,True,True,2026-06-23
2004,45,2,429,246277,236377,xml,True,True,2026-06-23
2004,45,3,710,397153,386547,xml,True,True,2026-06-23
2004,45,4,842,479254,468833,xml,True,True,2026-06-23
2004,46,1,574,287900,275360,xml,True,True,2026-06-23
2004,46,2,486,249979,235442,xml,True,True,2026-06-23
2004,46,3,180,74725,64156,xml,True,True,2026-06-23
2004,46,4,553,280184,265741,xml,True,True,2026-06-23
2004,46,5,311,146993,136457,xml,True,True,2026-06-23
2004,46,6,427,227437,215098,xml,True,True,2026-06-23
2004,46,7,577,284586,272030,xml,True,True,2026-06-23
2004,46,8,504,296879,286901,xml,True,True,2026-06-23
2004,46,9,303,169738,160097,xml,True,True,2026-06-23
2004,47,1,917,523530,523530,pdf,True,False,2026-06-23
2004,47,2,591,334383,314105,xml,True,True,2026-06-23
2004,47,3,502,290131,272559,xml,True,True,2026-06-23
2004,47,4,865,480676,463351,xml,True,True,2026-06-23
2004,47,5,847,452637,432788,xml,True,True,2026-06-23
2004,48,1,1093,575400,560066,xml,True,True,2026-06-23
2004,48,2,614,310705,298765,xml,True,True,2026-06-23
2004,48,3,683,382964,370782,xml,True,True,2026-06-23
2004,48,4,421,209184,199127,xml,True,True,2026-06-23
2004,48,5,719,401031,390370,xml,True,True,2026-06-23
2004,48,6,601,300691,288876,xml,True,True,2026-06-23
2004,48,7,599,250215,240576,xml,True,True,2026-06-23
2004,49,1,809,417897,406866,xml,True,True,2026-06-23
2004,49,2,1194,649783,629416,xml,True,True,2026-06-23
2004,49,3,278,144411,132010,xml,True,True,2026-06-23
2004,49,4,1339,788963,775333,xml,True,True,2026-06-23
2004,49,5,1207,575676,559262,xml,True,True,2026-06-23
2004,49,6,237,122633,112950,xml,True,True,2026-06-23
2004,49,7,329,184049,174122,xml,True,True,2026-06-23
2004,49,8,422,218787,208390,xml,True,True,2026-06-23
2004,50,1,140,63620,53612,xml,True,True,2026-06-23
2004,50,2,1223,497619,487641,xml,True,True,2026-06-23
2004,50,3,909,193289,183663,xml,True,True,2026-06-23
2004,50,4,597,112460,102789,xml,True,True,2026-06-23
2004,50,5,648,416405,405950,xml,True,True,2026-06-23
2004,50,6,565,267608,256560,xml,True,True,2026-06-23
2004,50,7,1074,631072,613546,xml,True,True,2026-06-23
2005,1,1,106,40313,29406,xml,True,True,2026-06-23
2005,2,1,79,27945,18403,xml,True,True,2026-06-23
2005,3,1,401,148552,148552,pdf,True,False,2026-06-23
2005,4,1,124,57380,47822,xml,True,True,2026-06-23
2005,5,1,809,456875,445894,xml,True,True,2026-06-23
2005,5,2,654,394645,384466,xml,True,True,2026-06-23
2005,5,3,928,477252,466221,xml,True,True,2026-06-23
2005,6,1,138,67321,57767,xml,True,True,2026-06-23
2005,7,1,549,324809,313703,xml,True,True,2026-06-23
2005,7,2,637,328336,317753,xml,True,True,2026-06-23
2005,7,3,470,257094,246396,xml,True,True,2026-06-23
2005,7,4,1023,636822,625392,xml,True,True,2026-06-23
2005,7,5,587,342844,329839,xml,True,True,2026-06-23
2005,7,6,554,361956,351812,xml,True,True,2026-06-23
2005,7,7,534,308849,298167,xml,True,True,2026-06-23
2005,7,8,810,483982,470770,xml,True,True,2026-06-23
2005,7,9,261,146056,135933,xml,True,True,2026-06-23
2005,7,10,961,565712,553841,xml,True,True,2026-06-23
2005,7,11,1272,679587,665231,xml,True,True,2026-06-23
2005,7,12,378,236069,226106,xml,True,True,2026-06-23
2005,7,13,643,410031,399789,xml,True,True,2026-06-23
2005,7,14,593,375503,364904,xml,True,True,2026-06-23
2005,7,15,838,460819,450561,xml,True,True,2026-06-23
2005,8,1,1165,750102,736812,xml,True,True,2026-06-23
2005,9,1,956,590577,577604,xml,True,True,2026-06-23
2005,9,2,769,457142,445608,xml,True,True,2026-06-23
2005,10,1,929,543197,529303,xml,True,True,2026-06-23
2005,10,2,782,483043,469894,xml,True,True,2026-06-23
2005,10,3,587,329808,314612,xml,True,True,2026-06-23
2005,10,4,1031,593234,582459,xml,True,True,2026-06-23
2005,11,1,515,272763,232013,xml,True,True,2026-06-23
2005,12,1,418,248279,237689,xml,True,True,2026-06-23
2005,12,2,476,297491,287174,xml,True,True,2026-06-23
2005,12,3,929,612045,601662,xml,True,True,2026-06-23
2005,12,4,602,366657,356350,xml,True,True,2026-06-23
2005,12,5,489,294455,283588,xml,True,True,2026-06-23
2005,12,6,733,438716,426750,xml,True,True,2026-06-23
2005,12,7,633,340445,329004,xml,True,True,2026-06-23
2005,13,1,731,419886,407987,xml,True,True,2026-06-23
2005,14,1,1188,629801,528330,xml,True,True,2026-06-23
2005,14,2,924,543014,527627,xml,True,True,2026-06-23
2005,14,3,354,194840,183031,xml,True,True,2026-06-23
2005,14,4,645,354688,344682,xml,True,True,2026-06-23
2005,14,5,577,330655,320606,xml,True,True,2026-06-23
2005,15,1,504,283487,273220,xml,True,True,2026-06-23
2005,15,2,846,522069,508429,xml,True,True,2026-06-23
2005,15,3,538,294386,283854,xml,True,True,2026-06-23
2005,16,1,688,368198,356587,xml,True,True,2026-06-23
2005,16,2,804,437830,427179,xml,True,True,2026-06-23
2005,17,1,689,428760,417406,xml,True,True,2026-06-23
2005,17,2,800,509074,496873,xml,True,True,2026-06-23
2005,17,3,1082,694623,680138,xml,True,True,2026-06-23
2005,18,1,1067,632689,620995,xml,True,True,2026-06-23
2005,18,2,321,170975,161409,xml,True,True,2026-06-23
2005,19,1,863,504110,469022,xml,True,True,2026-06-23
2005,19,2,779,436995,402735,xml,True,True,2026-06-23
2005,19,3,376,215043,205035,xml,True,True,2026-06-23
2005,20,1,676,403088,393050,xml,True,True,2026-06-23
2005,20,2,1309,851562,835910,xml,True,True,2026-06-23
2005,20,3,1161,702546,692060,xml,True,True,2026-06-23
2005,21,1,500,286418,275286,xml,True,True,2026-06-23
2005,21,2,610,369719,356875,xml,True,True,2026-06-23
2005,21,3,656,367058,353127,xml,True,True,2026-06-23
2005,21,4,208,108510,97726,xml,True,True,2026-06-23
2005,21,5,373,212800,201859,xml,True,True,2026-06-23
2005,21,6,603,345736,332340,xml,True,True,2026-06-23
2005,21,7,204,106738,95879,xml,True,True,2026-06-23
2005,21,8,792,449915,437300,xml,True,True,2026-06-23
2005,21,9,305,167352,156506,xml,True,True,2026-06-23
2005,22,1,1115,655299,643548,xml,True,True,2026-06-23
2005,22,2,570,303381,293531,xml,True,True,2026-06-23
2005,23,1,571,318242,316500,xml,True,True,2026-06-23
2005,24,1,808,474099,462746,xml,True,True,2026-06-23
2005,24,2,644,391774,344753,xml,True,True,2026-06-23
2005,24,3,368,208628,198619,xml,True,True,2026-06-23
2005,24,4,873,535903,525733,xml,True,True,2026-06-23
2005,24,5,370,197196,184646,xml,True,True,2026-06-23
2005,25,1,1219,711456,701185,xml,True,True,2026-06-23
2005,26,1,620,410721,396125,xml,True,True,2026-06-23
2005,26,2,1196,821895,807256,xml,True,True,2026-06-23
2005,26,3,826,564025,549683,xml,True,True,2026-06-23
2005,26,4,592,407197,392711,xml,True,True,2026-06-23
2005,26,5,1039,699511,684837,xml,True,True,2026-06-23
2005,26,6,748,506249,491648,xml,True,True,2026-06-23
2005,26,7,613,412574,398303,xml,True,True,2026-06-23
2005,26,8,844,583436,581857,xml,True,True,2026-06-23
2005,26,9,872,608538,593886,xml,True,True,2026-06-23
2005,26,10,813,542583,528299,xml,True,True,2026-06-23
2005,26,11,891,638027,623390,xml,True,True,2026-06-23
2005,26,12,723,481579,466601,xml,True,True,2026-06-23
2005,26,13,699,473420,471841,xml,True,True,2026-06-23
2005,26,14,790,557062,542703,xml,True,True,2026-06-23
2005,26,15,526,342566,340989,xml,True,True,2026-06-23
2005,26,16,332,205148,190861,xml,True,True,2026-06-23
2005,26,17,532,353372,338980,xml,True,True,2026-06-23
2005,26,18,856,577296,562200,xml,True,True,2026-06-23
2005,26,19,211,111621,101070,xml,True,True,2026-06-23
2005,26,20,206,109954,100048,xml,True,True,2026-06-23
2005,27,1,1293,801864,786596,xml,True,True,2026-06-23
2005,27,2,226,124342,112756,xml,True,True,2026-06-23
2005,28,1,882,502921,491852,xml,True,True,2026-06-23
2005,28,2,817,471458,460723,xml,True,True,2026-06-23
2005,29,1,660,392331,382461,xml,True,True,2026-06-23
2005,29,2,277,152386,142613,xml,True,True,2026-06-23
2005,29,3,864,538400,527786,xml,True,True,2026-06-23
2005,29,4,458,270576,261057,xml,True,True,2026-06-23
2005,29,5,972,574357,561045,xml,True,True,2026-06-23
2005,29,6,572,319879,309029,xml,True,True,2026-06-23
2005,29,7,382,206164,195062,xml,True,True,2026-06-23
2005,29,8,656,357925,346322,xml,True,True,2026-06-23
2005,29,9,1047,647584,635644,xml,True,True,2026-06-23
2005,30,1,732,395940,394213,xml,True,True,2026-06-23
2005,30,2,652,381486,379731,xml,True,True,2026-06-23
2005,30,3,741,440942,429868,xml,True,True,2026-06-23
2005,31,1,537,313771,302828,xml,True,True,2026-06-23
2005,31,2,584,348145,338474,xml,True,True,2026-06-23
2005,31,3,1019,593120,592771,xml,True,True,2026-06-23
2005,32,1,880,490125,480104,xml,True,True,2026-06-23
2005,32,2,1130,690443,679437,xml,True,True,2026-06-23
2005,32,3,603,342899,333125,xml,True,True,2026-06-23
2005,32,4,501,283473,273729,xml,True,True,2026-06-23
2005,32,5,582,340093,330165,xml,True,True,2026-06-23
2005,32,6,604,331968,321937,xml,True,True,2026-06-23
2005,33,1,741,411157,396601,xml,True,True,2026-06-23
2005,33,2,978,566412,566412,pdf,True,False,2026-06-23
2005,33,3,738,441122,439337,xml,True,True,2026-06-23
2005,34,1,639,364253,353340,xml,True,True,2026-06-23
2005,34,2,500,248497,238742,xml,True,True,2026-06-23
2005,34,3,957,546761,544976,xml,True,True,2026-06-23
2005,36,1,484,281258,271307,xml,True,True,2026-06-23
2005,36,2,463,270182,260006,xml,True,True,2026-06-23
2005,36,3,1069,419496,417693,xml,True,True,2026-06-23
2005,37,1,768,446982,445194,xml,True,True,2026-06-23
2005,38,1,784,468709,456595,xml,True,True,2026-06-23
2005,38,2,1024,571249,559730,xml,True,True,2026-06-23
2005,39,1,530,303020,291851,xml,True,True,2026-06-23
2005,40,1,883,507583,495860,xml,True,True,2026-06-23
2005,40,2,587,327760,325914,xml,True,True,2026-06-23
2005,40,3,797,438328,436478,xml,True,True,2026-06-23
2005,40,4,1069,554600,552751,xml,True,True,2026-06-23
2005,40,5,383,212419,210571,xml,True,True,2026-06-23
2005,40,6,823,480760,468426,xml,True,True,2026-06-23
2005,40,7,747,356336,345271,xml,True,True,2026-06-23
2005,40,8,572,299382,287457,xml,True,True,2026-06-23
2005,40,9,778,459009,457161,xml,True,True,2026-06-23
2005,40,10,637,369604,358314,xml,True,True,2026-06-23
2005,40,11,666,391347,389499,xml,True,True,2026-06-23
2005,40,12,1098,628335,627979,xml,True,True,2026-06-23
2005,40,13,438,239459,239103,xml,True,True,2026-06-23
2005,40,14,351,203142,192789,xml,True,True,2026-06-23
2005,40,15,352,203209,192573,xml,True,True,2026-06-23
2005,40,16,1047,618159,603006,xml,True,True,2026-06-23
2005,40,17,861,363546,361701,xml,True,True,2026-06-23
2005,40,18,742,404538,402692,xml,True,True,2026-06-23
2005,40,19,700,370632,359521,xml,True,True,2026-06-23
2005,40,20,938,532736,520130,xml,True,True,2026-06-23
2005,40,21,581,330925,319951,xml,True,True,2026-06-23
2005,40,22,908,506828,487265,xml,True,True,2026-06-23
2005,40,23,644,333365,319786,xml,True,True,2026-06-23
2005,40,24,494,274514,263555,xml,True,True,2026-06-23
2005,40,25,757,462241,450600,xml,True,True,2026-06-23
2005,40,26,667,346215,333594,xml,True,True,2026-06-23
2005,40,27,536,275797,265116,xml,True,True,2026-06-23
2005,40,28,989,480779,469585,xml,True,True,2026-06-23
2005,40,29,990,484177,482329,xml,True,True,2026-06-23
2005,40,30,880,496691,494844,xml,True,True,2026-06-23
2005,40,31,866,498406,486870,xml,True,True,2026-06-23
2005,41,1,288,154195,143313,xml,True,True,2026-06-23
2005,41,2,248,124764,114595,xml,True,True,2026-06-23
2005,41,3,714,375316,365178,xml,True,True,2026-06-23
2005,41,4,287,137847,136193,xml,True,True,2026-06-23
2005,42,1,865,491696,489858,xml,True,True,2026-06-23
2005,42,2,1301,802211,800372,xml,True,True,2026-06-23
2005,42,3,1261,592398,590545,xml,True,True,2026-06-23
2005,43,1,730,423378,421564,xml,True,True,2026-06-23
2005,43,2,1054,623931,622404,xml,True,True,2026-06-23
2005,44,1,680,403586,402157,xml,True,True,2026-06-23
2005,45,1,838,514354,512380,xml,True,True,2026-06-23
2005,45,2,430,246551,244808,xml,True,True,2026-06-23
2005,45,3,711,397758,395728,xml,True,True,2026-06-23
2005,45,4,869,490588,488838,xml,True,True,2026-06-23
2005,46,1,575,288257,286465,xml,True,True,2026-06-23
2005,46,2,486,249979,235442,xml,True,True,2026-06-23
2005,46,3,180,74725,64156,xml,True,True,2026-06-23
2005,46,4,553,280260,278472,xml,True,True,2026-06-23
2005,46,5,311,147456,145661,xml,True,True,2026-06-23
2005,46,6,427,227437,215098,xml,True,True,2026-06-23
2005,46,7,577,284887,283092,xml,True,True,2026-06-23
2005,46,8,519,308217,306705,xml,True,True,2026-06-23
2005,46,9,318,175974,174475,xml,True,True,2026-06-23
2005,47,1,935,501798,499932,xml,True,True,2026-06-23
2005,47,2,523,293106,291233,xml,True,True,2026-06-23
2005,47,3,506,291830,289957,xml,True,True,2026-06-23
2005,47,4,837,464457,462583,xml,True,True,2026-06-23
2005,47,5,833,455410,453514,xml,True,True,2026-06-23
2005,48,1,1113,586197,584582,xml,True,True,2026-06-23
2005,48,2,622,316409,314787,xml,True,True,2026-06-23
2005,48,3,683,383588,381973,xml,True,True,2026-06-23
2005,48,4,422,211071,209441,xml,True,True,2026-06-23
2005,48,5,718,399642,397994,xml,True,True,2026-06-23
2005,48,6,585,289538,287851,xml,True,True,2026-06-23
2005,48,7,515,207363,205651,xml,True,True,2026-06-23
2005,49,1,828,431994,430060,xml,True,True,2026-06-23
2005,49,2,1213,656051,654108,xml,True,True,2026-06-23
2005,49,3,281,146932,144986,xml,True,True,2026-06-23
2005,49,4,907,521750,521398,xml,True,True,2026-06-23
2005,49,5,573,328004,327652,xml,True,True,2026-06-23
2005,49,6,1279,618359,616408,xml,True,True,2026-06-23
2005,49,7,243,126686,125022,xml,True,True,2026-06-23
2005,49,8,326,182065,180413,xml,True,True,2026-06-23
2005,49,9,437,227434,225473,xml,True,True,2026-06-23
2005,50,1,143,65303,63371,xml,True,True,2026-06-23
2005,50,2,788,326305,325929,xml,True,True,2026-06-23
2005,50,3,661,198224,197848,xml,True,True,2026-06-23
2005,50,4,919,196759,195115,xml,True,True,2026-06-23
2005,50,5,597,112871,111222,xml,True,True,2026-06-23
2005,50,6,671,434400,432759,xml,True,True,2026-06-23
2005,50,7,854,308880,306904,xml,True,True,2026-06-23
2005,50,8,1314,770957,769023,xml,True,True,2026-06-23
2006,1,1,106,40313,29406,xml,True,True,2026-06-23
2006,2,1,215,123782,122305,xml,True,True,2026-06-23
2006,3,1,369,111995,111609,xml,True,True,2026-06-23
2006,4,1,124,57958,56538,xml,True,True,2026-06-23
2006,5,1,855,486730,485296,xml,True,True,2026-06-23
2006,5,2,659,397692,396258,xml,True,True,2026-06-23
2006,5,3,1047,542767,540969,xml,True,True,2026-06-23
2006,6,1,163,81774,80324,xml,True,True,2026-06-23
2006,7,1,572,337488,335680,xml,True,True,2026-06-23
2006,7,2,640,328971,327152,xml,True,True,2026-06-23
2006,7,3,480,261150,259328,xml,True,True,2026-06-23
2006,7,4,1029,643289,641471,xml,True,True,2026-06-23
2006,7,5,651,372610,370791,xml,True,True,2026-06-23
2006,7,6,575,375332,373787,xml,True,True,2026-06-23
2006,7,7,453,253169,251337,xml,True,True,2026-06-23
2006,7,8,826,490551,488723,xml,True,True,2026-06-23
2006,7,9,237,124772,123239,xml,True,True,2026-06-23
2006,7,10,1022,603171,601333,xml,True,True,2026-06-23
2006,7,11,1296,692370,690527,xml,True,True,2026-06-23
2006,7,12,234,128840,127301,xml,True,True,2026-06-23
2006,7,13,480,292435,290897,xml,True,True,2026-06-23
2006,7,14,504,313017,311480,xml,True,True,2026-06-23
2006,7,15,911,510360,508677,xml,True,True,2026-06-23
2006,8,1,1153,740150,738702,xml,True,True,2026-06-23
2006,9,1,971,598988,597232,xml,True,True,2026-06-23
2006,9,2,774,459022,457246,xml,True,True,2026-06-23
2006,10,1,936,546081,544314,xml,True,True,2026-06-23
2006,10,2,787,486148,484379,xml,True,True,2026-06-23
2006,10,3,683,380613,378845,xml,True,True,2026-06-23
2006,10,4,1057,629439,627637,xml,True,True,2026-06-23
2006,11,1,518,274076,272580,xml,True,True,2026-06-23
2006,12,1,438,263098,261503,xml,True,True,2026-06-23
2006,12,2,479,299106,297516,xml,True,True,2026-06-23
2006,12,3,970,639737,638146,xml,True,True,2026-06-23
2006,12,4,624,380482,378883,xml,True,True,2026-06-23
2006,12,5,509,307216,305620,xml,True,True,2026-06-23
2006,12,6,789,474435,472834,xml,True,True,2026-06-23
2006,12,7,638,341632,339706,xml,True,True,2026-06-23
2006,13,1,745,426983,425226,xml,True,True,2026-06-23
2006,14,1,1205,644708,642910,xml,True,True,2026-06-23
2006,14,2,943,554039,552242,xml,True,True,2026-06-23
2006,14,3,364,199530,197733,xml,True,True,2026-06-23
2006,14,4,650,355687,354169,xml,True,True,2026-06-23
2006,14,5,575,327940,326431,xml,True,True,2026-06-23
2006,15,1,508,283948,282353,xml,True,True,2026-06-23
2006,15,2,857,528970,527377,xml,True,True,2026-06-23
2006,15,3,558,304767,302838,xml,True,True,2026-06-23
2006,16,1,703,375086,373354,xml,True,True,2026-06-23
2006,16,2,806,438103,436371,xml,True,True,2026-06-23
2006,17,1,700,433944,432422,xml,True,True,2026-06-23
2006,17,2,826,527789,525976,xml,True,True,2026-06-23
2006,17,3,1083,694984,693158,xml,True,True,2026-06-23
2006,18,1,1102,653205,651429,xml,True,True,2026-06-23
2006,18,2,321,170975,161409,xml,True,True,2026-06-23
2006,19,1,874,510839,509310,xml,True,True,2026-06-23
2006,19,2,779,437416,435885,xml,True,True,2026-06-23
2006,19,3,376,215185,213649,xml,True,True,2026-06-23
2006,20,1,696,389399,387966,xml,True,True,2026-06-23
2006,20,2,1401,916260,914730,xml,True,True,2026-06-23
2006,20,3,1198,725784,724204,xml,True,True,2026-06-23
2006,21,1,502,288142,286363,xml,True,True,2026-06-23
2006,21,2,606,369071,367290,xml,True,True,2026-06-23
2006,21,3,656,368531,366751,xml,True,True,2026-06-23
2006,21,4,223,120198,118418,xml,True,True,2026-06-23
2006,21,5,375,213552,211772,xml,True,True,2026-06-23
2006,21,6,611,348849,347069,xml,True,True,2026-06-23
2006,21,7,205,107296,105515,xml,True,True,2026-06-23
2006,21,8,796,454564,452783,xml,True,True,2026-06-23
2006,21,9,305,166024,164241,xml,True,True,2026-06-23
2006,22,1,1170,690761,688928,xml,True,True,2026-06-23
2006,22,2,570,303381,293531,xml,True,True,2026-06-23
2006,23,1,575,320608,318866,xml,True,True,2026-06-23
2006,24,1,814,477790,475998,xml,True,True,2026-06-23
2006,24,2,653,375245,373434,xml,True,True,2026-06-23
2006,24,3,372,210749,209240,xml,True,True,2026-06-23
2006,24,4,873,536507,534949,xml,True,True,2026-06-23
2006,24,5,388,208532,206721,xml,True,True,2026-06-23
2006,25,1,1262,735943,734450,xml,True,True,2026-06-23
2006,26,1,629,416337,414757,xml,True,True,2026-06-23
2006,26,2,1203,830278,828697,xml,True,True,2026-06-23
2006,26,3,830,568085,566505,xml,True,True,2026-06-23
2006,26,4,617,429114,427533,xml,True,True,2026-06-23
2006,26,5,1061,715800,714220,xml,True,True,2026-06-23
2006,26,6,759,513049,511469,xml,True,True,2026-06-23
2006,26,7,613,412714,411134,xml,True,True,2026-06-23
2006,26,8,891,614712,613131,xml,True,True,2026-06-23
2006,26,9,877,615376,613796,xml,True,True,2026-06-23
2006,26,10,826,556168,554588,xml,True,True,2026-06-23
2006,26,11,901,645253,643673,xml,True,True,2026-06-23
2006,26,12,760,508423,506842,xml,True,True,2026-06-23
2006,26,13,696,471486,469905,xml,True,True,2026-06-23
2006,26,14,798,564053,562475,xml,True,True,2026-06-23
2006,26,15,530,345838,344259,xml,True,True,2026-06-23
2006,26,16,334,206434,204855,xml,True,True,2026-06-23
2006,26,17,534,354987,353408,xml,True,True,2026-06-23
2006,26,18,863,582518,580940,xml,True,True,2026-06-23
2006,26,19,211,111621,101070,xml,True,True,2026-06-23
2006,26,20,210,112855,111283,xml,True,True,2026-06-23
2006,27,1,1337,826461,824716,xml,True,True,2026-06-23
2006,27,2,226,124622,122877,xml,True,True,2026-06-23
2006,28,1,888,506261,504506,xml,True,True,2026-06-23
2006,28,2,827,447284,445577,xml,True,True,2026-06-23
2006,29,1,662,394092,392615,xml,True,True,2026-06-23
2006,29,2,269,148714,147210,xml,True,True,2026-06-23
2006,29,3,860,536805,534994,xml,True,True,2026-06-23
2006,29,4,462,272209,270706,xml,True,True,2026-06-23
2006,29,5,973,574030,572219,xml,True,True,2026-06-23
2006,29,6,574,320295,318476,xml,True,True,2026-06-23
2006,29,7,388,209594,207783,xml,True,True,2026-06-23
2006,29,8,678,362877,361067,xml,True,True,2026-06-23
2006,29,9,1098,656283,654439,xml,True,True,2026-06-23
2006,30,1,741,399341,397607,xml,True,True,2026-06-23
2006,30,2,663,386957,385202,xml,True,True,2026-06-23
2006,30,3,738,438094,436357,xml,True,True,2026-06-23
2006,31,1,550,322253,320505,xml,True,True,2026-06-23
2006,31,2,574,342251,340502,xml,True,True,2026-06-23
2006,31,3,1079,604087,602589,xml,True,True,2026-06-23
2006,32,1,889,488531,486972,xml,True,True,2026-06-23
2006,32,2,1059,651837,650275,xml,True,True,2026-06-23
2006,32,3,649,374379,372820,xml,True,True,2026-06-23
2006,32,4,501,283176,281616,xml,True,True,2026-06-23
2006,32,5,584,342661,341102,xml,True,True,2026-06-23
2006,32,6,606,332914,331286,xml,True,True,2026-06-23
2006,33,1,745,414337,412565,xml,True,True,2026-06-23
2006,33,2,986,527065,525292,xml,True,True,2026-06-23
2006,33,3,743,444141,442355,xml,True,True,2026-06-23
2006,34,1,646,367986,366242,xml,True,True,2026-06-23
2006,34,2,500,248146,246688,xml,True,True,2026-06-23
2006,34,3,957,546761,544976,xml,True,True,2026-06-23
2006,36,1,486,281871,280421,xml,True,True,2026-06-23
2006,36,2,478,279220,277776,xml,True,True,2026-06-23
2006,36,3,1085,429716,427907,xml,True,True,2026-06-23
2006,37,1,775,450299,448505,xml,True,True,2026-06-23
