parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,1998,1,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,1999,6,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2000,2,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2001,0,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2002,2,2
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2003,3,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2004,2,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2005,3,2
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2006,3,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2007,5,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2008,3,3
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2009,3,5
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2010,1,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2011,2,2
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2012,6,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2013,3,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2014,1,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2015,1,4
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2016,6,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2017,3,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2018,3,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2019,3,3
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2020,5,3
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2021,1,0
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2022,2,1
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2023,2,2
equal-employment-opportunity-commission,EEOC,Equal Employment Opportunity Commission,2024,7,3
executive-office-of-the-president,EOP,Executive Office of the President,1995,0,0
executive-office-of-the-president,EOP,Executive Office of the President,1996,0,0
executive-office-of-the-president,EOP,Executive Office of the President,1997,0,0
executive-office-of-the-president,EOP,Executive Office of the President,1998,0,0
executive-office-of-the-president,EOP,Executive Office of the President,1999,1,0
executive-office-of-the-president,EOP,Executive Office of the President,2000,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2001,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2002,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2003,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2004,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2005,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2006,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2007,1,0
executive-office-of-the-president,EOP,Executive Office of the President,2008,1,1
executive-office-of-the-president,EOP,Executive Office of the President,2009,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2010,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2011,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2012,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2013,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2014,1,0
executive-office-of-the-president,EOP,Executive Office of the President,2015,1,0
executive-office-of-the-president,EOP,Executive Office of the President,2016,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2017,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2018,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2019,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2020,0,2
executive-office-of-the-president,EOP,Executive Office of the President,2021,0,0
executive-office-of-the-president,EOP,Executive Office of the President,2022,0,1
executive-office-of-the-president,EOP,Executive Office of the President,2023,1,0
executive-office-of-the-president,EOP,Executive Office of the President,2024,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,1995,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,1996,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,1997,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,1998,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,1999,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2000,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2001,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2002,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2003,1,0
export-import-bank,EIB/USEIB,Export-Import Bank,2004,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2005,0,1
export-import-bank,EIB/USEIB,Export-Import Bank,2006,1,0
export-import-bank,EIB/USEIB,Export-Import Bank,2007,2,0
export-import-bank,EIB/USEIB,Export-Import Bank,2008,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2009,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2010,1,0
export-import-bank,EIB/USEIB,Export-Import Bank,2011,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2012,1,1
export-import-bank,EIB/USEIB,Export-Import Bank,2013,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2014,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2015,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2016,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2017,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2018,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2019,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2020,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2021,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2022,1,1
export-import-bank,EIB/USEIB,Export-Import Bank,2023,0,0
export-import-bank,EIB/USEIB,Export-Import Bank,2024,0,0
farm-credit-administration,FCA,Farm Credit Administration,1995,12,6
farm-credit-administration,FCA,Farm Credit Administration,1996,10,6
farm-credit-administration,FCA,Farm Credit Administration,1997,16,6
farm-credit-administration,FCA,Farm Credit Administration,1998,12,8
farm-credit-administration,FCA,Farm Credit Administration,1999,13,5
farm-credit-administration,FCA,Farm Credit Administration,2000,6,9
farm-credit-administration,FCA,Farm Credit Administration,2001,9,5
farm-credit-administration,FCA,Farm Credit Administration,2002,6,3
farm-credit-administration,FCA,Farm Credit Administration,2003,4,11
farm-credit-administration,FCA,Farm Credit Administration,2004,11,8
farm-credit-administration,FCA,Farm Credit Administration,2005,14,4
farm-credit-administration,FCA,Farm Credit Administration,2006,11,8
farm-credit-administration,FCA,Farm Credit Administration,2007,10,5
farm-credit-administration,FCA,Farm Credit Administration,2008,6,5
farm-credit-administration,FCA,Farm Credit Administration,2009,5,6
farm-credit-administration,FCA,Farm Credit Administration,2010,6,8
farm-credit-administration,FCA,Farm Credit Administration,2011,6,9
farm-credit-administration,FCA,Farm Credit Administration,2012,13,5
farm-credit-administration,FCA,Farm Credit Administration,2013,16,5
farm-credit-administration,FCA,Farm Credit Administration,2014,8,12
farm-credit-administration,FCA,Farm Credit Administration,2015,18,2
farm-credit-administration,FCA,Farm Credit Administration,2016,11,2
farm-credit-administration,FCA,Farm Credit Administration,2017,4,1
farm-credit-administration,FCA,Farm Credit Administration,2018,3,3
farm-credit-administration,FCA,Farm Credit Administration,2019,5,8
farm-credit-administration,FCA,Farm Credit Administration,2020,15,3
farm-credit-administration,FCA,Farm Credit Administration,2021,10,6
farm-credit-administration,FCA,Farm Credit Administration,2022,3,5
farm-credit-administration,FCA,Farm Credit Administration,2023,5,1
farm-credit-administration,FCA,Farm Credit Administration,2024,3,2
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,1995,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,1996,2,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,1997,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,1998,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,1999,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2000,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2001,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2002,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2003,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2004,0,1
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2005,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2006,2,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2007,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2008,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2009,2,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2010,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2011,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2012,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2013,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2014,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2015,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2016,3,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2017,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2018,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2019,2,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2020,0,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2021,2,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2022,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2023,1,0
farm-credit-system-insurance-corporation,FCSIC,Farm Credit System Insurance Corporation,2024,1,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,1995,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,1996,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,1997,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,1998,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,1999,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2000,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2001,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2002,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2003,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2004,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2005,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2006,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2007,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2008,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2009,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2010,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2011,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2012,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2013,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2014,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2015,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2016,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2017,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2018,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2019,1,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2020,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2021,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2022,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2023,0,0
federal-acquisition-regulation-system,FAR,Federal Acquisition Regulation System,2024,0,0
federal-communications-commission,FCC,Federal Communications Commission,1995,294,249
federal-communications-commission,FCC,Federal Communications Commission,1996,278,337
federal-communications-commission,FCC,Federal Communications Commission,1997,336,264
federal-communications-commission,FCC,Federal Communications Commission,1998,235,230
federal-communications-commission,FCC,Federal Communications Commission,1999,349,395
federal-communications-commission,FCC,Federal Communications Commission,2000,324,286
federal-communications-commission,FCC,Federal Communications Commission,2001,304,262
federal-communications-commission,FCC,Federal Communications Commission,2002,286,211
federal-communications-commission,FCC,Federal Communications Commission,2003,261,181
federal-communications-commission,FCC,Federal Communications Commission,2004,257,196
federal-communications-commission,FCC,Federal Communications Commission,2005,221,183
federal-communications-commission,FCC,Federal Communications Commission,2006,171,90
federal-communications-commission,FCC,Federal Communications Commission,2007,106,83
federal-communications-commission,FCC,Federal Communications Commission,2008,153,124
federal-communications-commission,FCC,Federal Communications Commission,2009,120,87
federal-communications-commission,FCC,Federal Communications Commission,2010,89,84
federal-communications-commission,FCC,Federal Communications Commission,2011,127,97
federal-communications-commission,FCC,Federal Communications Commission,2012,99,92
federal-communications-commission,FCC,Federal Communications Commission,2013,119,113
federal-communications-commission,FCC,Federal Communications Commission,2014,133,92
federal-communications-commission,FCC,Federal Communications Commission,2015,83,84
federal-communications-commission,FCC,Federal Communications Commission,2016,80,71
federal-communications-commission,FCC,Federal Communications Commission,2017,107,78
federal-communications-commission,FCC,Federal Communications Commission,2018,114,75
federal-communications-commission,FCC,Federal Communications Commission,2019,94,87
federal-communications-commission,FCC,Federal Communications Commission,2020,111,76
federal-communications-commission,FCC,Federal Communications Commission,2021,132,132
federal-communications-commission,FCC,Federal Communications Commission,2022,91,76
federal-communications-commission,FCC,Federal Communications Commission,2023,109,96
federal-communications-commission,FCC,Federal Communications Commission,2024,94,71
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,1995,25,20
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,1996,27,14
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,1997,14,19
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,1998,13,5
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,1999,14,6
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2000,11,9
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2001,7,6
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2002,10,5
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2003,6,7
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2004,7,11
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2005,14,12
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2006,16,19
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2007,11,8
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2008,17,8
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2009,26,11
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2010,14,15
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2011,16,21
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2012,11,14
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2013,11,13
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2014,17,27
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2015,16,12
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2016,16,14
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2017,8,6
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2018,15,16
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2019,34,34
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2020,33,21
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2021,17,8
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2022,6,8
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2023,6,12
federal-deposit-insurance-corporation,FDIC,Federal Deposit Insurance Corporation,2024,9,13
federal-election-commission,FEC,Federal Election Commission,1995,12,1
federal-election-commission,FEC,Federal Election Commission,1996,8,5
federal-election-commission,FEC,Federal Election Commission,1997,4,11
federal-election-commission,FEC,Federal Election Commission,1998,2,10
federal-election-commission,FEC,Federal Election Commission,1999,13,12
federal-election-commission,FEC,Federal Election Commission,2000,10,5
federal-election-commission,FEC,Federal Election Commission,2001,2,7
federal-election-commission,FEC,Federal Election Commission,2002,18,11
federal-election-commission,FEC,Federal Election Commission,2003,9,11
federal-election-commission,FEC,Federal Election Commission,2004,6,8
federal-election-commission,FEC,Federal Election Commission,2005,12,14
federal-election-commission,FEC,Federal Election Commission,2006,8,7
federal-election-commission,FEC,Federal Election Commission,2007,10,7
federal-election-commission,FEC,Federal Election Commission,2008,2,2
federal-election-commission,FEC,Federal Election Commission,2009,7,5
federal-election-commission,FEC,Federal Election Commission,2010,6,4
federal-election-commission,FEC,Federal Election Commission,2011,3,5
federal-election-commission,FEC,Federal Election Commission,2012,0,3
federal-election-commission,FEC,Federal Election Commission,2013,6,1
federal-election-commission,FEC,Federal Election Commission,2014,3,4
federal-election-commission,FEC,Federal Election Commission,2015,1,5
federal-election-commission,FEC,Federal Election Commission,2016,1,4
federal-election-commission,FEC,Federal Election Commission,2017,3,4
federal-election-commission,FEC,Federal Election Commission,2018,3,6
federal-election-commission,FEC,Federal Election Commission,2019,1,7
federal-election-commission,FEC,Federal Election Commission,2020,2,1
federal-election-commission,FEC,Federal Election Commission,2021,1,2
federal-election-commission,FEC,Federal Election Commission,2022,6,8
federal-election-commission,FEC,Federal Election Commission,2023,4,4
federal-election-commission,FEC,Federal Election Commission,2024,8,12
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,1995,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,1996,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,1997,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,1998,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,1999,1,1
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2000,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2001,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2002,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2003,1,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2004,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2005,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2006,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2007,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2008,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2009,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2010,2,1
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2011,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2012,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2013,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2014,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2015,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2016,1,1
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2017,2,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2018,2,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2019,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2020,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2021,0,1
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2022,1,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2023,0,0
federal-financial-institutions-examination-council,FFIEC,Federal Financial Institutions Examination Council,2024,0,1
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,1995,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,1996,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,1997,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,1998,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,1999,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2000,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2001,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2002,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2003,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2004,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2005,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2006,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2007,0,0
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2008,9,3
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2009,11,14
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2010,12,17
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2011,15,10
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2012,6,10
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2013,16,7
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2014,7,9
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2015,16,4
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2016,10,6
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2017,5,3
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2018,12,12
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2019,7,4
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2020,8,7
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2021,6,5
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2022,8,2
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2023,6,7
federal-housing-finance-agency,FHFA,Federal Housing Finance Agency,2024,6,5
federal-housing-finance-board,FHFB,Federal Housing Finance Board,1995,6,3
federal-housing-finance-board,FHFB,Federal Housing Finance Board,1996,10,7
federal-housing-finance-board,FHFB,Federal Housing Finance Board,1997,13,4
federal-housing-finance-board,FHFB,Federal Housing Finance Board,1998,11,6
federal-housing-finance-board,FHFB,Federal Housing Finance Board,1999,13,9
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2000,14,8
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2001,6,9
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2002,7,3
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2003,3,4
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2004,1,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2005,1,2
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2006,7,2
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2007,2,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2008,3,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2009,5,7
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2010,5,7
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2011,7,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2012,2,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2013,2,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2014,1,3
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2015,2,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2016,1,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2017,0,1
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2018,1,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2019,1,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2020,0,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2021,0,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2022,0,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2023,0,0
federal-housing-finance-board,FHFB,Federal Housing Finance Board,2024,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,1995,3,2
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,1996,3,2
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,1997,3,2
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,1998,4,5
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,1999,2,1
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2000,1,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2001,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2002,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2003,2,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2004,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2005,2,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2006,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2007,0,1
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2008,2,1
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2009,3,1
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2010,3,2
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2011,1,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2012,3,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2013,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2014,1,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2015,2,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2016,2,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2017,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2018,2,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2019,0,4
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2020,1,3
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2021,0,0
federal-labor-relations-authority,FLRA,Federal Labor Relations Authority,2022,0,1
