parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,1995,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,1996,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,1997,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,1998,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,1999,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2000,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2001,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2002,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2003,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2004,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2005,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2006,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2007,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2008,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2009,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2010,1,1
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2011,1,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2012,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2013,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2014,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2015,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2016,1,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2017,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2018,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2019,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2020,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2021,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2022,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2023,0,0
administrative-conference-of-the-united-states,ACUS,Administrative Conference of the United States,2024,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,1995,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,1996,0,1
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,1997,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,1998,1,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,1999,1,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2000,1,2
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2001,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2002,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2003,0,2
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2004,1,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2005,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2006,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2007,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2008,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2009,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2010,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2011,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2012,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2013,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2014,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2015,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2016,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2017,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2018,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2019,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2020,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2021,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2022,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2023,0,0
advisory-council-on-historic-preservation,ACHP,Advisory Council on Historic Preservation,2024,0,0
african-development-foundation,USADF,United States African Development Foundation,1995,1,0
african-development-foundation,USADF,United States African Development Foundation,1996,1,0
african-development-foundation,USADF,United States African Development Foundation,1997,0,0
african-development-foundation,USADF,United States African Development Foundation,1998,0,0
african-development-foundation,USADF,United States African Development Foundation,1999,0,0
african-development-foundation,USADF,United States African Development Foundation,2000,0,0
african-development-foundation,USADF,United States African Development Foundation,2001,0,1
african-development-foundation,USADF,United States African Development Foundation,2002,0,0
african-development-foundation,USADF,United States African Development Foundation,2003,1,0
african-development-foundation,USADF,United States African Development Foundation,2004,0,0
african-development-foundation,USADF,United States African Development Foundation,2005,0,0
african-development-foundation,USADF,United States African Development Foundation,2006,0,0
african-development-foundation,USADF,United States African Development Foundation,2007,0,0
african-development-foundation,USADF,United States African Development Foundation,2008,0,0
african-development-foundation,USADF,United States African Development Foundation,2009,0,0
african-development-foundation,USADF,United States African Development Foundation,2010,0,0
african-development-foundation,USADF,United States African Development Foundation,2011,0,0
african-development-foundation,USADF,United States African Development Foundation,2012,0,0
african-development-foundation,USADF,United States African Development Foundation,2013,0,0
african-development-foundation,USADF,United States African Development Foundation,2014,0,0
african-development-foundation,USADF,United States African Development Foundation,2015,0,0
african-development-foundation,USADF,United States African Development Foundation,2016,1,0
african-development-foundation,USADF,United States African Development Foundation,2017,1,0
african-development-foundation,USADF,United States African Development Foundation,2018,0,0
african-development-foundation,USADF,United States African Development Foundation,2019,0,0
african-development-foundation,USADF,United States African Development Foundation,2020,0,0
african-development-foundation,USADF,United States African Development Foundation,2021,0,0
african-development-foundation,USADF,United States African Development Foundation,2022,0,0
african-development-foundation,USADF,United States African Development Foundation,2023,0,0
african-development-foundation,USADF,United States African Development Foundation,2024,0,0
agency-for-international-development,USAID,Agency for International Development,1995,4,0
agency-for-international-development,USAID,Agency for International Development,1996,4,1
agency-for-international-development,USAID,Agency for International Development,1997,6,2
agency-for-international-development,USAID,Agency for International Development,1998,2,2
agency-for-international-development,USAID,Agency for International Development,1999,5,1
agency-for-international-development,USAID,Agency for International Development,2000,4,1
agency-for-international-development,USAID,Agency for International Development,2001,0,1
agency-for-international-development,USAID,Agency for International Development,2002,2,2
agency-for-international-development,USAID,Agency for International Development,2003,4,1
agency-for-international-development,USAID,Agency for International Development,2004,1,3
agency-for-international-development,USAID,Agency for International Development,2005,5,0
agency-for-international-development,USAID,Agency for International Development,2006,0,3
agency-for-international-development,USAID,Agency for International Development,2007,3,3
agency-for-international-development,USAID,Agency for International Development,2008,1,0
agency-for-international-development,USAID,Agency for International Development,2009,3,1
agency-for-international-development,USAID,Agency for International Development,2010,0,0
agency-for-international-development,USAID,Agency for International Development,2011,3,3
agency-for-international-development,USAID,Agency for International Development,2012,2,0
agency-for-international-development,USAID,Agency for International Development,2013,2,1
agency-for-international-development,USAID,Agency for International Development,2014,5,2
agency-for-international-development,USAID,Agency for International Development,2015,6,5
agency-for-international-development,USAID,Agency for International Development,2016,10,5
agency-for-international-development,USAID,Agency for International Development,2017,1,1
agency-for-international-development,USAID,Agency for International Development,2018,2,1
agency-for-international-development,USAID,Agency for International Development,2019,2,7
agency-for-international-development,USAID,Agency for International Development,2020,5,0
agency-for-international-development,USAID,Agency for International Development,2021,3,4
agency-for-international-development,USAID,Agency for International Development,2022,2,3
agency-for-international-development,USAID,Agency for International Development,2023,3,2
agency-for-international-development,USAID,Agency for International Development,2024,5,2
agriculture-department,USDA,Agriculture Department,1995,419,224
agriculture-department,USDA,Agriculture Department,1996,402,217
agriculture-department,USDA,Agriculture Department,1997,366,167
agriculture-department,USDA,Agriculture Department,1998,310,173
agriculture-department,USDA,Agriculture Department,1999,278,169
agriculture-department,USDA,Agriculture Department,2000,295,165
agriculture-department,USDA,Agriculture Department,2001,211,119
agriculture-department,USDA,Agriculture Department,2002,287,133
agriculture-department,USDA,Agriculture Department,2003,269,172
agriculture-department,USDA,Agriculture Department,2004,263,130
agriculture-department,USDA,Agriculture Department,2005,253,137
agriculture-department,USDA,Agriculture Department,2006,252,158
agriculture-department,USDA,Agriculture Department,2007,198,125
agriculture-department,USDA,Agriculture Department,2008,210,113
agriculture-department,USDA,Agriculture Department,2009,181,102
agriculture-department,USDA,Agriculture Department,2010,168,110
agriculture-department,USDA,Agriculture Department,2011,170,147
agriculture-department,USDA,Agriculture Department,2012,124,81
agriculture-department,USDA,Agriculture Department,2013,156,103
agriculture-department,USDA,Agriculture Department,2014,158,86
agriculture-department,USDA,Agriculture Department,2015,155,109
agriculture-department,USDA,Agriculture Department,2016,156,105
agriculture-department,USDA,Agriculture Department,2017,84,71
agriculture-department,USDA,Agriculture Department,2018,100,99
agriculture-department,USDA,Agriculture Department,2019,124,80
agriculture-department,USDA,Agriculture Department,2020,107,65
agriculture-department,USDA,Agriculture Department,2021,77,57
agriculture-department,USDA,Agriculture Department,2022,77,62
agriculture-department,USDA,Agriculture Department,2023,81,78
agriculture-department,USDA,Agriculture Department,2024,112,60
air-quality-national-commission,NCAQ,Air Quality National Commission,1995,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,1996,1,0
air-quality-national-commission,NCAQ,Air Quality National Commission,1997,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,1998,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,1999,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2000,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2001,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2002,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2003,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2004,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2005,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2006,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2007,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2008,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2009,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2010,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2011,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2012,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2013,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2014,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2015,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2016,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2017,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2018,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2019,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2020,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2021,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2022,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2023,0,0
air-quality-national-commission,NCAQ,Air Quality National Commission,2024,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,1995,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,1996,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,1997,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,1998,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,1999,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2000,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2001,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2002,1,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2003,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2004,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2005,1,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2006,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2007,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2008,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2009,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2010,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2011,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2012,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2013,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2014,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2015,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2016,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2017,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2018,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2019,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2020,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2021,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2022,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2023,0,0
air-transportation-stabilization-board,ATSB,Air Transportation Stabilization Board,2024,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,1995,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,1996,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,1997,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,1998,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,1999,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2000,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2001,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2002,0,1
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2003,1,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2004,1,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2005,1,1
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2006,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2007,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2008,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2009,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2010,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2011,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2012,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2013,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2014,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2015,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2016,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2017,0,1
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2018,1,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2019,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2020,1,1
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2021,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2022,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2023,0,0
american-battle-monuments-commission,ABMC,American Battle Monuments Commission,2024,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,1995,1,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,1996,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,1997,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,1998,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,1999,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2000,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2001,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2002,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2003,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2004,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2005,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2006,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2007,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2008,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2009,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2010,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2011,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2012,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2013,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2014,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2015,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2016,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2017,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2018,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2019,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2020,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2021,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2022,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2023,0,0
appalachian-regional-commission,ARC,Appalachian Regional Commission,2024,0,0
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,1995,0,1
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,1996,1,7
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,1997,3,8
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,1998,5,8
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,1999,0,7
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2000,3,4
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2001,0,0
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2002,1,3
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2003,0,0
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2004,1,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2005,1,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2006,1,7
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2007,1,19
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2008,0,6
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2009,0,0
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2010,0,4
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2011,0,5
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2012,0,14
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2013,1,15
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2014,1,4
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2015,0,8
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2016,3,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2017,2,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2018,0,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2019,0,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2020,1,4
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2021,0,0
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2022,3,1
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2023,1,2
architectural-and-transportation-barriers-compliance-board,ATBCB,Architectural and Transportation Barriers Compliance Board,2024,1,2
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,1995,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,1996,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,1997,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,1998,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,1999,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2000,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2001,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2002,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2003,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2004,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2005,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2006,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2007,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2008,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2009,1,1
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2010,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2011,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2012,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2013,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2014,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2015,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2016,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2017,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2018,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2019,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2020,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2021,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2022,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2023,0,0
armed-forces-retirement-home,AFRH,Armed Forces Retirement Home,2024,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,1995,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,1996,5,4
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,1997,1,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,1998,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,1999,1,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2000,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2001,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2002,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2003,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2004,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2005,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2006,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2007,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2008,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2009,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2010,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2011,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2012,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2013,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2014,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2015,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2016,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2017,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2018,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2019,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2020,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2021,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2022,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2023,0,0
arms-control-and-disarmament-agency,ACDA,Arms Control and Disarmament Agency,2024,0,0
assassination-records-review-board,,Assassination Records Review Board,1995,4,4
assassination-records-review-board,,Assassination Records Review Board,1996,0,0
assassination-records-review-board,,Assassination Records Review Board,1997,0,0
assassination-records-review-board,,Assassination Records Review Board,1998,0,0
assassination-records-review-board,,Assassination Records Review Board,1999,0,0
assassination-records-review-board,,Assassination Records Review Board,2000,0,0
assassination-records-review-board,,Assassination Records Review Board,2001,0,0
assassination-records-review-board,,Assassination Records Review Board,2002,0,0
assassination-records-review-board,,Assassination Records Review Board,2003,0,0
assassination-records-review-board,,Assassination Records Review Board,2004,0,0
assassination-records-review-board,,Assassination Records Review Board,2005,0,0
assassination-records-review-board,,Assassination Records Review Board,2006,0,0
assassination-records-review-board,,Assassination Records Review Board,2007,0,0
assassination-records-review-board,,Assassination Records Review Board,2008,0,0
assassination-records-review-board,,Assassination Records Review Board,2009,0,0
assassination-records-review-board,,Assassination Records Review Board,2010,0,0
assassination-records-review-board,,Assassination Records Review Board,2011,0,0
assassination-records-review-board,,Assassination Records Review Board,2012,0,0
assassination-records-review-board,,Assassination Records Review Board,2013,0,0
assassination-records-review-board,,Assassination Records Review Board,2014,0,0
assassination-records-review-board,,Assassination Records Review Board,2015,0,0
assassination-records-review-board,,Assassination Records Review Board,2016,0,0
assassination-records-review-board,,Assassination Records Review Board,2017,0,0
assassination-records-review-board,,Assassination Records Review Board,2018,0,0
assassination-records-review-board,,Assassination Records Review Board,2019,0,0
assassination-records-review-board,,Assassination Records Review Board,2020,0,0
assassination-records-review-board,,Assassination Records Review Board,2021,0,0
assassination-records-review-board,,Assassination Records Review Board,2022,0,0
